Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price
compact-mouse-mouse-router-mini,Compact Mouse Mouse Router Mini,"```html
<p><strong>Compact Mouse Mouse Router Mini</strong></p>
<p>Occur miss son Democrat happy.</p>
```",Barry PLC,Smartwatches,,limited_stock,10x10 cm,10x10 cm,252926529077,5
premium-lock-mini-advanced,Premium Lock Mini Advanced,"```html
<p><strong>Premium Lock Mini Advanced</strong></p>
<p>Three character traditional maybe.</p>
```","Elliott, Mcfarland and Duran",Automotive,,pre_order,XS,XS,3997003361528,12
silent-webcam-webcam-treadmill-sense-portable-advanced,Silent Webcam Webcam Treadmill Sense Portable Advanced,"```html
<p><strong>Silent Webcam Treadmill Sense Portable Advanced</strong></p>
<p>Experience the ultimate in fitness technology with our Silent Webcam Treadmill. Designed for convenience and performance, this advanced treadmill features a built-in webcam for seamless virtual training sessions.</p>
<ul>
    <li>Quiet operation for a distraction-free workout</li>
    <li>Portable design for easy storage and transport</li>
    <li>Advanced features for tracking your fitness progress</li>
    <li>Ideal for home use or small spaces</li>
</ul>
<p>Elevate your fitness journey with the Silent Webcam Treadmill Sense Portable Advanced.</p>
```",George-Day,Makeup,,backorder,M,M,6908065460286,148
compact-thermostat-oven,Compact Thermostat Oven,"```html
<p><strong>Compact Thermostat Oven</strong></p>
<p>Experience precise cooking with our Compact Thermostat Oven. Designed for efficiency and convenience, this oven is perfect for any kitchen.</p>
<ul>
    <li>Compact design saves space</li>
    <li>Easy-to-use thermostat for accurate temperature control</li>
    <li>Ideal for baking, roasting, and broiling</li>
    <li>Durable construction for long-lasting use</li>
</ul>
```",Hull Inc,Home & Kitchen,,in_stock,30x40 cm,30x40 cm,7695934105636,685
wireless-watch-tablet-printer-automatic-eco-sense,Wireless Watch Tablet Printer Automatic Eco Sense,"```html
<p><strong>Wireless Watch Tablet Printer Automatic Eco Sense</strong></p>
<p>Might poor animal must protect blue forward.</p>
```",Fleming Inc,Smartwatches,,out_of_stock,Large,Large,1089969929675,59
automatic-blender,Automatic Blender,"```html
<p><strong>Automatic Blender</strong></p>
<p>Experience the convenience of our Automatic Blender, designed to make your blending tasks effortless and efficient.</p>
<ul>
    <li>Powerful motor for quick blending</li>
    <li>Multiple speed settings for versatile use</li>
    <li>Easy to clean and maintain</li>
    <li>Compact design for easy storage</li>
</ul>
```",Mahoney-Bryan,Home Decor,,backorder,8x10 in,8x10 in,310774792552,630
rechargeable-webcam-dock-heater,Rechargeable Webcam Dock Heater,"```html
<p><strong>Rechargeable Webcam Dock Heater</strong></p>
<p>Stay warm and organized with our innovative Rechargeable Webcam Dock Heater. Perfect for home or office use, this versatile device combines functionality with comfort.</p>
<ul>
    <li>Rechargeable for convenience</li>
    <li>Compact design for easy storage</li>
    <li>Ideal for use during video calls or while working</li>
    <li>Provides warmth without taking up much space</li>
</ul>
```",Kennedy-Gordon,Cycling,,in_stock,XXL,XXL,1340784358003,800
clean-toaster-oven-air-touch,Clean Toaster Oven Air Touch,"```html
<p><strong>Clean Toaster Oven Air Touch</strong></p>
<p>This toaster oven features a beautiful design and is made from high-quality materials.</p>
<ul>
    <li>Elegant and modern appearance</li>
    <li>Durable construction</li>
    <li>Efficient cooking performance</li>
</ul>
```",Olsen-Sawyer,Kids' Clothing,,pre_order,Medium,Medium,7806787405877,365
brush,Brush,"```html
<p><strong>Brush</strong></p>
<p>Control daughter effect investment piece training nation.</p>
```","Lowe, Mosley and Rivera",Bedding & Bath,,in_stock,S,S,168419438521,273
portable-kettle,Portable Kettle,"```html
<p><strong>Portable Kettle</strong></p>
<p>Experience the convenience of our Portable Kettle, designed for those who are always on the go. Perfect for travel, camping, or home use, this kettle combines functionality with portability.</p>
<ul>
    <li>Lightweight and compact design</li>
    <li>Fast boiling time</li>
    <li>Durable materials</li>
    <li>Easy to clean</li>
    <li>Safety features included</li>
</ul>
<p>Enjoy hot beverages anywhere with our Portable Kettle!</p>
```",Sampson-Leon,Home & Kitchen,,pre_order,L,L,445370808496,50
rechargeable-brush-compact,Rechargeable Brush Compact,"```html
<p><strong>Rechargeable Brush Compact</strong></p>
<p>Experience the convenience of our Rechargeable Brush Compact, designed for modern lifestyles.</p>
<ul>
    <li>Compact and portable design</li>
    <li>Rechargeable for long-lasting use</li>
    <li>Perfect for on-the-go touch-ups</li>
</ul>
```",Castro-Mccarty,Automotive,,out_of_stock,S,S,6855062072649,748
fast-heater-cooker-compact-silent,Fast Heater Cooker Compact Silent,"```html
<p><strong>Fast Heater Cooker Compact Silent</strong></p>
<p>Strategy fund mind rather change.</p>
```","Decker, Montes and Logan",Makeup,,in_stock,8x10 in,8x10 in,3868467036959,367
mini-drone-x-portable,Mini Drone X Portable,"```html
<p><strong>Mini Drone X Portable</strong></p>
<p>Experience the thrill of flight with the Mini Drone X Portable. This compact drone is designed for easy transport and quick setup, making it perfect for both beginners and experienced pilots.</p>
<ul>
    <li>Lightweight and portable design</li>
    <li>High-quality camera for stunning aerial photography</li>
    <li>Easy-to-use controls for smooth flying</li>
    <li>Durable construction for long-lasting use</li>
</ul>
<p>Elevate your adventures with the Mini Drone X Portable!</p>
```",Whitney Group,Books & Stationery,,backorder,Medium,Medium,9437200314292,352
heater-keyboard,Heater Keyboard,"```html
<p><strong>Heater Keyboard</strong></p>
<p>Remember to enjoy a warm and comfortable environment with our Heater Keyboard. It's designed to reflect your needs and enhance your experience.</p>
<ul>
    <li>Comfortable design</li>
    <li>Enhances your workspace</li>
    <li>Perfect for cold rooms</li>
</ul>
```",Brooks and Sons,Office Supplies,,backorder,Extra Large,Extra Large,5328785590239,103
wireless-fan-thermostat-max-automatic-max,Wireless Fan Thermostat Max Automatic Max,"```html
<p><strong>Wireless Fan Thermostat Max Automatic Max</strong></p>
<p>Designed specifically for college sections, this thermostat offers an efficient and eco-friendly solution for maintaining a comfortable environment.</p>
<ul>
    <li>Automatic temperature control</li>
    <li>Energy-efficient design</li>
    <li>Easy installation</li>
    <li>Compatible with most wireless fans</li>
</ul>
```",Kaiser-Banks,Books & Stationery,,in_stock,5x7 in,5x7 in,1396411470228,423
fast-keyboard,Fast Keyboard,"```html
<h1>Fast Keyboard</h1>
<p>Success other institutions fear.</p>
```",Lewis Ltd,Camping & Hiking,,limited_stock,50x70 cm,50x70 cm,3163238295239,998
ultra-mixer-toaster-toaster-smart,Ultra Mixer Toaster Toaster Smart,"```html
<p><strong>Ultra Mixer Toaster Smart</strong></p>
<p>Much guess have pattern southern true hair miss.</p>
```",Galloway and Sons,Women's Clothing,,pre_order,S,S,4862330962177,342
silent-speakerphone-scanner-monitor,Silent Speakerphone Scanner Monitor,"```html
<p><strong>Silent Speakerphone Scanner Monitor</strong></p>
<p>Quality yet significant lawyer face field yet realize.</p>
```",Cowan Inc,Fragrances,,discontinued,XXL,XXL,1710131812265,593
silent-scanner-monitor-treadmill,Silent Scanner Monitor Treadmill,"```html
<p><strong>Silent Scanner Monitor Treadmill</strong></p>
<p>Do interesting suggest agreement range admit rule.</p>
```","Nichols, Howe and Miller",Health & Wellness,,pre_order,10x10 cm,10x10 cm,1287056757693,30
fast-vacuum-cooler,Fast Vacuum Cooler,"```html
<h1>Fast Vacuum Cooler</h1>
<p>The Fast Vacuum Cooler is designed to efficiently cool products quickly while maintaining their quality. Here are six key features:</p>
<ul>
    <li><strong>Rapid Cooling:</strong> Reduces temperature quickly to preserve freshness.</li>
    <li><strong>Energy Efficient:</strong> Consumes less power compared to traditional cooling methods.</li>
    <li><strong>Compact Design:</strong> Space-saving design suitable for various environments.</li>
    <li><strong>User-Friendly:</strong> Easy to operate with a simple control panel.</li>
    <li><strong>Durable Construction:</strong> Built with high-quality materials for long-lasting use.</li>
    <li><strong>Versatile Applications:</strong> Ideal for fruits, vegetables, and other perishable goods.</li>
</ul>
```",Blair-Russell,Sports & Outdoors,,limited_stock,L,L,4874329354658,307
digital-trimmer,Digital Trimmer,"```html
<p><strong>Digital Trimmer</strong></p>
<p>Ago floor nice member wait.</p>
```",Christian-Tanner,Laptops & Computers,,pre_order,M,M,4147810179628,541
automatic-trimmer-sense,Automatic Trimmer Sense,"```html
<p><strong>Automatic Trimmer Sense</strong></p>
<p>Much table ground information news senior.</p>
```",Harrington-Valentine,Kitchen Appliances,,in_stock,8x10 in,8x10 in,524638185,405
portable-scooter-wireless-digital,Portable Scooter Wireless Digital,"```html
<p><strong>Portable Scooter Wireless Digital</strong></p>
<p>Thousand various evidence.</p>
```",Bauer Inc,Cameras & Accessories,,in_stock,Large,Large,4564280934296,519
fridge-cooker,Fridge Cooker,"```html
<p><strong>Fridge Cooker</strong></p>
<p>Try better loss pretty special.</p>
```",Jackson Group,Furniture,,in_stock,Small,Small,1861389468671,393
scanner,Scanner,"```html
<h1>Scanner</h1>
<p>Draw material quickly with the Scanner.</p>
```","Wang, Ayala and Bowen",Cleaning Supplies,,backorder,12x18 in,12x18 in,7794860625802,472
ultra-radio-radio,Ultra Radio Radio,"```html
<p><strong>Ultra Radio Radio</strong></p>
<p>Shoulder red boy away if.</p>
```",Maldonado-Ritter,Haircare,,pre_order,12x18 in,12x18 in,3611080124547,382
router,Router,"```html
<p><strong>Router</strong></p>
<p>Invest in everything with our high-quality router. Perfect for all your networking needs.</p>
<ul>
    <li>Fast and reliable connectivity</li>
    <li>Easy setup and management</li>
    <li>Supports multiple devices</li>
</ul>
```",Atkinson Inc,Laptops & Computers,,limited_stock,8x10 in,8x10 in,3330396409604,375
fast-thermostat-microphone-scooter,Fast Thermostat Microphone Scooter,"```html
<p><strong>Fast Thermostat Microphone Scooter</strong></p>
<p>Nature notice themselves news.</p>
```",Shea Ltd,Beauty & Personal Care,,backorder,Extra Large,Extra Large,9265397743935,289
eco-heater-toaster-stove-silent-sense,Eco Heater Toaster Stove Silent Sense,"```html
<p><strong>Eco Heater Toaster Stove Silent Sense</strong></p>
<p>Understand still or summer rule.</p>
```",West Ltd,Cleaning Supplies,,limited_stock,Small,Small,5505866454530,232
clean-blender-scale-lite,Clean Blender Scale Lite,"```html
<p><strong>Clean Blender Scale Lite</strong></p>
<p>Final art some push.</p>
```","Bell, Gamble and Barrett",Camping & Hiking,,limited_stock,5x7 in,5x7 in,3893594435450,241
smart-lamp,Smart Lamp,"```html
<p><strong>Smart Lamp</strong></p>
<p>This innovative smart lamp is designed to enhance your living space with modern technology and style.</p>
<ul>
    <li>Adjustable brightness levels</li>
    <li>Remote control functionality</li>
    <li>Energy-efficient LED lighting</li>
    <li>Stylish design that complements any decor</li>
</ul>
<p>Experience the perfect blend of convenience and elegance with our Smart Lamp.</p>
```","Hebert, Hughes and Trujillo",Bedding & Bath,,limited_stock,Medium,Medium,8264263605712,71
