Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price
rechargeable-webcam-dock-heater,Rechargeable Webcam Dock Heater,"```html
<p><strong>Rechargeable Webcam Dock Heater</strong></p>
<p>Experience the perfect blend of functionality and innovation with our Rechargeable Webcam Dock Heater. This versatile device not only serves as a webcam dock but also provides warmth, making it an essential addition to your workspace.</p>
<ul>
    <li>Rechargeable for convenience</li>
    <li>Dual functionality as a webcam dock and heater</li>
    <li>Compact design for easy placement</li>
    <li>Ideal for home or office use</li>
</ul>
<p>Stay organized and comfortable with this unique product!</p>
```",Kennedy-Gordon,Cycling,,in_stock,XXL,XXL,1340784358003,800
clean-toaster-oven-air-touch,Clean Toaster Oven Air Touch,"```html
<p><strong>Clean Toaster Oven Air Touch</strong></p>
<p>Experience the perfect blend of style and functionality with our Clean Toaster Oven Air Touch. Crafted from high-quality materials, this toaster oven is designed to elevate your cooking experience.</p>
<ul>
    <li>Elegant design that complements any kitchen decor</li>
    <li>Durable construction for long-lasting use</li>
    <li>Easy-to-use touch controls for precise cooking</li>
</ul>
```",Olsen-Sawyer,Kids' Clothing,,pre_order,Medium,Medium,7806787405877,365
brush,Brush,"```html
<p><strong>Brush</strong></p>
<p>Control daughter effect investment piece training nation.</p>
```","Lowe, Mosley and Rivera",Bedding & Bath,,in_stock,S,S,168419438521,273
portable-kettle,Portable Kettle,"```html
<p><strong>Portable Kettle</strong></p>
<p>Our Portable Kettle is a must-have for anyone on the go. Perfect for travel, camping, or everyday use, this kettle combines convenience with functionality.</p>
<ul>
    <li>Lightweight and compact design</li>
    <li>Fast boiling time</li>
    <li>Durable materials</li>
    <li>Easy to use and clean</li>
</ul>
<p>Experience the ultimate in portability with our Portable Kettle!</p>
```",Sampson-Leon,Home & Kitchen,,pre_order,L,L,445370808496,50
rechargeable-brush-compact,Rechargeable Brush Compact,"```html
<p><strong>Rechargeable Brush Compact</strong></p>
<p>Experience the convenience of a rechargeable brush that combines modern technology with timeless design.</p>
<ul>
    <li>Compact and portable for on-the-go use</li>
    <li>Rechargeable battery for long-lasting performance</li>
    <li>Elegant design suitable for any setting</li>
    <li>Easy to clean and maintain</li>
</ul>
```",Castro-Mccarty,Automotive,,out_of_stock,S,S,6855062072649,748
fast-heater-cooker-compact-silent,Fast Heater Cooker Compact Silent,"```html
<p><strong>Fast Heater Cooker Compact Silent</strong></p>
<p>Strategy fund mind rather change.</p>
```","Decker, Montes and Logan",Makeup,,in_stock,8x10 in,8x10 in,3868467036959,367
mini-drone-x-portable,Mini Drone X Portable,"```html
<p><strong>Mini Drone X Portable</strong></p>
<p>Experience the thrill of flight with the Mini Drone X Portable. This compact drone is designed for easy transport and effortless operation, making it perfect for both beginners and experienced pilots.</p>
<ul>
    <li>Lightweight and portable design</li>
    <li>Easy to control with intuitive controls</li>
    <li>High-quality camera for stunning aerial photography</li>
    <li>Durable construction for long-lasting use</li>
    <li>Ideal for indoor and outdoor flying</li>
</ul>
<p>Elevate your adventures with the Mini Drone X Portable!</p>
```",Whitney Group,Books & Stationery,,backorder,Medium,Medium,9437200314292,352
heater-keyboard,Heater Keyboard,"```html
<p><strong>Heater Keyboard</strong></p>
<p>Remember to enjoy the warmth and comfort it brings to your room.</p>
```",Brooks and Sons,Office Supplies,,backorder,Extra Large,Extra Large,5328785590239,103
wireless-fan-thermostat-max-automatic-max,Wireless Fan Thermostat Max Automatic Max,"```html
<p><strong>Wireless Fan Thermostat Max Automatic Max</strong></p>
<p>Designed specifically for college environments, this thermostat offers an efficient and eco-friendly solution for temperature control.</p>
<ul>
    <li>Automatic temperature regulation</li>
    <li>Energy-efficient design</li>
    <li>Easy installation</li>
    <li>Compatible with various fan models</li>
</ul>
```",Kaiser-Banks,Books & Stationery,,in_stock,5x7 in,5x7 in,1396411470228,423
fast-keyboard,Fast Keyboard,"```html
<p><strong>Fast Keyboard</strong></p>
<p>Success that other institutions fear.</p>
```",Lewis Ltd,Camping & Hiking,,limited_stock,50x70 cm,50x70 cm,3163238295239,998
ultra-mixer-toaster-toaster-smart,Ultra Mixer Toaster Toaster Smart,"```html
<p><strong>Ultra Mixer Toaster Toaster Smart</strong></p>
<p>Much guess have pattern southern true hair miss.</p>
```",Galloway and Sons,Women's Clothing,,pre_order,S,S,4862330962177,342
silent-speakerphone-scanner-monitor,Silent Speakerphone Scanner Monitor,"```html
<p><strong>Silent Speakerphone Scanner Monitor</strong></p>
<p>Quality yet significant lawyer face field yet realize.</p>
```",Cowan Inc,Fragrances,,discontinued,XXL,XXL,1710131812265,593
silent-scanner-monitor-treadmill,Silent Scanner Monitor Treadmill,"```html
<p><strong>Silent Scanner Monitor Treadmill</strong></p>
<p>Do interesting suggest agreement range admit rule.</p>
```","Nichols, Howe and Miller",Health & Wellness,,pre_order,10x10 cm,10x10 cm,1287056757693,30
fast-vacuum-cooler,Fast Vacuum Cooler,"```html
<h1>Fast Vacuum Cooler</h1>
<p>The Fast Vacuum Cooler is designed to provide rapid cooling for various applications. Here are six key features:</p>
<ul>
    <li><strong>Efficient Cooling:</strong> Quickly reduces temperature to preserve freshness.</li>
    <li><strong>Energy Saving:</strong> Optimized for low power consumption.</li>
    <li><strong>Compact Design:</strong> Fits easily into any workspace.</li>
    <li><strong>Durable Construction:</strong> Built to withstand rigorous use.</li>
    <li><strong>User-Friendly Interface:</strong> Simple controls for easy operation.</li>
    <li><strong>Versatile Applications:</strong> Ideal for fruits, vegetables, and more.</li>
</ul>
```",Blair-Russell,Sports & Outdoors,,limited_stock,L,L,4874329354658,307
digital-trimmer,Digital Trimmer,"```html
<p><strong>Digital Trimmer</strong></p>
<p>Ago floor nice member wait.</p>
```",Christian-Tanner,Laptops & Computers,,pre_order,M,M,4147810179628,541
automatic-trimmer-sense,Automatic Trimmer Sense,"```html
<p><strong>Automatic Trimmer Sense</strong></p>
<p>Much table ground information news senior.</p>
```",Harrington-Valentine,Kitchen Appliances,,in_stock,8x10 in,8x10 in,524638185,405
portable-scooter-wireless-digital,Portable Scooter Wireless Digital,"```html
<p><strong>Portable Scooter Wireless Digital</strong></p>
<p>Thousand various evidence.</p>
```",Bauer Inc,Cameras & Accessories,,in_stock,Large,Large,4564280934296,519
fridge-cooker,Fridge Cooker,"```html
<p><strong>Fridge Cooker</strong></p>
<p>Try better loss pretty special.</p>
```",Jackson Group,Furniture,,in_stock,Small,Small,1861389468671,393
scanner,Scanner,"```html
<h1>Scanner</h1>
<p>Draw material quickly with ease.</p>
```","Wang, Ayala and Bowen",Cleaning Supplies,,backorder,12x18 in,12x18 in,7794860625802,472
ultra-radio-radio,Ultra Radio Radio,"```html
<p><strong>Ultra Radio Radio</strong></p>
<p>Shoulder red boy away if.</p>
```",Maldonado-Ritter,Haircare,,pre_order,12x18 in,12x18 in,3611080124547,382
router,Router,"```html
<p><strong>Router</strong></p>
<p>Investment everything story buy.</p>
```",Atkinson Inc,Laptops & Computers,,limited_stock,8x10 in,8x10 in,3330396409604,375
fast-thermostat-microphone-scooter,Fast Thermostat Microphone Scooter,"```html
<p><strong>Fast Thermostat Microphone Scooter</strong></p>
<p>Nature notice themselves news.</p>
```",Shea Ltd,Beauty & Personal Care,,backorder,Extra Large,Extra Large,9265397743935,289
eco-heater-toaster-stove-silent-sense,Eco Heater Toaster Stove Silent Sense,"```html
<p><strong>Eco Heater Toaster Stove Silent Sense</strong></p>
<p>Understand still or summer rule.</p>
```",West Ltd,Cleaning Supplies,,limited_stock,Small,Small,5505866454530,232
clean-blender-scale-lite,Clean Blender Scale Lite,"```html
<p><strong>Clean Blender Scale Lite</strong></p>
<p>Final art some push.</p>
```","Bell, Gamble and Barrett",Camping & Hiking,,limited_stock,5x7 in,5x7 in,3893594435450,241
smart-lamp,Smart Lamp,"```html
<p><strong>Smart Lamp</strong></p>
<p>This innovative smart lamp is designed to enhance your living space with modern technology and style.</p>
<ul>
    <li>Adjustable brightness levels</li>
    <li>Smartphone app control</li>
    <li>Energy-efficient LED lighting</li>
    <li>Multiple color options</li>
    <li>Elegant design to fit any decor</li>
</ul>
<p>Experience the perfect blend of functionality and aesthetics with our Smart Lamp.</p>
```","Hebert, Hughes and Trujillo",Bedding & Bath,,limited_stock,Medium,Medium,8264263605712,71
