Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price
thermostat-trimmer,Thermostat Trimmer,"```html
<p><strong>Thermostat Trimmer</strong></p>
<p>Experience precision and control with our Thermostat Trimmer. Designed for efficiency, this tool is perfect for achieving the perfect trim every time.</p>
<ul>
    <li>Easy to use</li>
    <li>Durable design</li>
    <li>Adjustable settings for personalized trimming</li>
</ul>
```","Hester, Love and Lynch","Accessories (Bags, Hats, Belts)",,discontinued,8x10 in,MidnightBlue,8282848236311,206
clean-iron-premium-air-wireless,Clean Iron Premium Air Wireless,"```html
<p><strong>Clean Iron Premium Air Wireless</strong></p>
<p>Around tough popular present sign herself pattern.</p>
```","Shepherd, Greene and House",Beauty & Personal Care,,out_of_stock,XXL,GhostWhite,7935749142557,293
compact-mouse-mouse-router-mini,Compact Mouse Mouse Router Mini,"```html
<p><strong>Compact Mouse Mouse Router Mini</strong></p>
<p>Occur miss son Democrat happy.</p>
```",Barry PLC,Smartwatches,,limited_stock,10x10 cm,PapayaWhip,252926529077,5
premium-lock-mini-advanced,Premium Lock Mini Advanced,"```html
<p><strong>Premium Lock Mini Advanced</strong></p>
<p>Experience the perfect blend of tradition and innovation with our Premium Lock Mini Advanced. This lock features a three-character traditional design, ensuring both security and style.</p>
<ul>
    <li>Compact and portable design</li>
    <li>Durable materials for long-lasting use</li>
    <li>Easy to set and reset your combination</li>
</ul>
```","Elliott, Mcfarland and Duran",Automotive,,pre_order,XS,Plum,3997003361528,12
silent-webcam-webcam-treadmill-sense-portable-advanced,Silent Webcam Webcam Treadmill Sense Portable Advanced,"```html
<p><strong>Silent Webcam Treadmill Sense Portable Advanced</strong></p>
<p>Experience a new level of fitness with the Silent Webcam Treadmill. Designed for convenience and advanced technology, this portable treadmill is perfect for home workouts.</p>
<ul>
    <li>Quiet operation for distraction-free workouts</li>
    <li>Compact and portable design</li>
    <li>Advanced features for tracking your fitness progress</li>
    <li>Ideal for all fitness levels</li>
</ul>
```",George-Day,Makeup,,backorder,M,Aqua,6908065460286,148
compact-thermostat-oven,Compact Thermostat Oven,"```html
<p><strong>Compact Thermostat Oven</strong></p>
<p>Experience precision cooking with our Compact Thermostat Oven. Designed for efficiency and convenience, this oven is perfect for any kitchen.</p>
<ul>
    <li>Compact design for space-saving</li>
    <li>Accurate thermostat for perfect temperature control</li>
    <li>Easy to use and clean</li>
    <li>Ideal for baking, roasting, and more</li>
</ul>
```",Hull Inc,Home & Kitchen,,in_stock,30x40 cm,SaddleBrown,7695934105636,685
wireless-watch-tablet-printer-automatic-eco-sense,Wireless Watch Tablet Printer Automatic Eco Sense,"```html
<p><strong>Wireless Watch Tablet Printer Automatic Eco Sense</strong></p>
<p>Might poor animal must protect blue forward.</p>
```",Fleming Inc,Smartwatches,,out_of_stock,Large,Sienna,1089969929675,59
automatic-blender,Automatic Blender,"```html
<p><strong>Automatic Blender</strong></p>
<p>Experience the convenience of our Automatic Blender, designed to make your blending tasks effortless and efficient.</p>
<ul>
    <li>Powerful motor for quick blending</li>
    <li>Easy-to-use controls</li>
    <li>Compact design for easy storage</li>
    <li>Durable and easy to clean</li>
</ul>
<p>Transform your kitchen experience with the Automatic Blender!</p>
```",Mahoney-Bryan,Home Decor,,backorder,8x10 in,LightGoldenRodYellow,310774792552,630
rechargeable-webcam-dock-heater,Rechargeable Webcam Dock Heater,"```html
<p><strong>Rechargeable Webcam Dock Heater</strong></p>
<p>Experience the perfect blend of functionality and convenience with our Rechargeable Webcam Dock Heater. This innovative device is designed to enhance your workspace while providing warmth and comfort.</p>
<ul>
    <li>Rechargeable design for portability</li>
    <li>Compact and stylish for any desk setup</li>
    <li>Efficient heating to keep you comfortable</li>
    <li>Compatible with most webcams</li>
</ul>
<p>Upgrade your workspace with the Rechargeable Webcam Dock Heater today!</p>
```",Kennedy-Gordon,Cycling,,in_stock,XXL,Brown,1340784358003,800
clean-toaster-oven-air-touch,Clean Toaster Oven Air Touch,"```html
<p><strong>Clean Toaster Oven Air Touch</strong></p>
<p>Experience the perfect blend of style and functionality with our Clean Toaster Oven Air Touch. Made from high-quality materials, this toaster oven is designed to elevate your cooking experience.</p>
<ul>
    <li>Durable construction</li>
    <li>Elegant design</li>
    <li>Easy to use</li>
</ul>
```",Olsen-Sawyer,Kids' Clothing,,pre_order,Medium,LimeGreen,7806787405877,365
brush,Brush,"```html
<p><strong>Brush</strong></p>
<p>Control daughter effect investment piece training nation.</p>
```","Lowe, Mosley and Rivera",Bedding & Bath,,in_stock,S,RoyalBlue,168419438521,273
portable-kettle,Portable Kettle,"```html
<p><strong>Portable Kettle</strong></p>
<p>Our Portable Kettle is designed for convenience and efficiency. Perfect for travel, camping, or home use, it allows you to enjoy hot beverages anywhere.</p>
<ul>
    <li>Lightweight and compact design</li>
    <li>Quick boiling time</li>
    <li>Durable and easy to clean</li>
    <li>Safety features included</li>
</ul>
<p>Experience the ultimate in portability with our Portable Kettle!</p>
```",Sampson-Leon,Home & Kitchen,,pre_order,L,MediumAquaMarine,445370808496,50
rechargeable-brush-compact,Rechargeable Brush Compact,"```html
<p><strong>Rechargeable Brush Compact</strong></p>
<p>Experience the convenience of our Rechargeable Brush Compact, designed for modern lifestyles.</p>
<ul>
    <li>Compact and portable design</li>
    <li>Rechargeable for long-lasting use</li>
    <li>Perfect for on-the-go touch-ups</li>
</ul>
```",Castro-Mccarty,Automotive,,out_of_stock,S,Sienna,6855062072649,748
fast-heater-cooker-compact-silent,Fast Heater Cooker Compact Silent,"```html
<p><strong>Fast Heater Cooker Compact Silent</strong></p>
<p>Strategy fund mind rather change.</p>
```","Decker, Montes and Logan",Makeup,,in_stock,8x10 in,Orchid,3868467036959,367
mini-drone-x-portable,Mini Drone X Portable,"```html
<p><strong>Mini Drone X Portable</strong></p>
<p>Experience the thrill of flight with the Mini Drone X Portable. This compact drone is designed for easy transport and fun flying experiences.</p>
<ul>
    <li>Lightweight and portable design</li>
    <li>User-friendly controls for beginners</li>
    <li>High-quality camera for stunning aerial photos</li>
    <li>Durable construction for long-lasting use</li>
    <li>Perfect for outdoor adventures</li>
</ul>
```",Whitney Group,Books & Stationery,,backorder,Medium,BlueViolet,9437200314292,352
heater-keyboard,Heater Keyboard,"```html
<p><strong>Heater Keyboard</strong></p>
<p>Experience warmth and comfort with the Heater Keyboard. This innovative product is designed to enhance your workspace while providing a cozy atmosphere.</p>
<ul>
    <li>Efficient heating technology</li>
    <li>Stylish design to complement any room</li>
    <li>Easy to use and maintain</li>
</ul>
<p>Transform your workspace into a haven of productivity and relaxation.</p>
```",Brooks and Sons,Office Supplies,,backorder,Extra Large,Chocolate,5328785590239,103
wireless-fan-thermostat-max-automatic-max,Wireless Fan Thermostat Max Automatic Max,"```html
<p><strong>Wireless Fan Thermostat Max Automatic Max</strong></p>
<p>Designed specifically for college sections, this thermostat offers an innovative solution for maintaining optimal comfort in green environments.</p>
<ul>
    <li>Automatic temperature control</li>
    <li>Energy-efficient design</li>
    <li>Easy installation</li>
    <li>Compatible with various fan models</li>
</ul>
```",Kaiser-Banks,Books & Stationery,,in_stock,5x7 in,MidnightBlue,1396411470228,423
fast-keyboard,Fast Keyboard,"```html
<p><strong>Fast Keyboard</strong></p>
<p>Success that other institutions fear.</p>
```",Lewis Ltd,Camping & Hiking,,limited_stock,50x70 cm,Cyan,3163238295239,998
ultra-mixer-toaster-toaster-smart,Ultra Mixer Toaster Toaster Smart,"```html
<p><strong>Ultra Mixer Toaster Smart</strong></p>
<p>Much guess have pattern southern true hair miss.</p>
```",Galloway and Sons,Women's Clothing,,pre_order,S,Tomato,4862330962177,342
silent-speakerphone-scanner-monitor,Silent Speakerphone Scanner Monitor,"```html
<p><strong>Silent Speakerphone Scanner Monitor</strong></p>
<p>Quality yet significant lawyer face field yet realize.</p>
```",Cowan Inc,Fragrances,,discontinued,XXL,Navy,1710131812265,593
silent-scanner-monitor-treadmill,Silent Scanner Monitor Treadmill,"```html
<p><strong>Silent Scanner Monitor Treadmill</strong></p>
<p>Do interesting suggest agreement range admit rule.</p>
```","Nichols, Howe and Miller",Health & Wellness,,pre_order,10x10 cm,Wheat,1287056757693,30
fast-vacuum-cooler,Fast Vacuum Cooler,"```html
<p><strong>Fast Vacuum Cooler</strong></p>
<p>The Fast Vacuum Cooler is designed to enhance your cooling process efficiently. Here are six key features:</p>
<ul>
    <li>Rapid cooling capabilities</li>
    <li>Energy-efficient operation</li>
    <li>Compact design for easy placement</li>
    <li>Durable construction for long-lasting use</li>
    <li>User-friendly controls</li>
    <li>Quiet operation for minimal disruption</li>
</ul>
```",Blair-Russell,Sports & Outdoors,,limited_stock,L,LightSalmon,4874329354658,307
digital-trimmer,Digital Trimmer,"```html
<p><strong>Digital Trimmer</strong></p>
<p>Ago floor nice member wait.</p>
```",Christian-Tanner,Laptops & Computers,,pre_order,M,SteelBlue,4147810179628,541
automatic-trimmer-sense,Automatic Trimmer Sense,"```html
<p><strong>Automatic Trimmer Sense</strong></p>
<p>Much table ground information news senior.</p>
```",Harrington-Valentine,Kitchen Appliances,,in_stock,8x10 in,SlateGray,524638185,405
portable-scooter-wireless-digital,Portable Scooter Wireless Digital,"```html
<p><strong>Portable Scooter Wireless Digital</strong></p>
<p>Experience the convenience and versatility of our Portable Scooter Wireless Digital. Perfect for on-the-go lifestyles, this scooter offers a range of features to enhance your mobility.</p>
<ul>
    <li>Lightweight and easy to transport</li>
    <li>Wireless connectivity for seamless operation</li>
    <li>Durable design for long-lasting use</li>
    <li>Compact size for easy storage</li>
    <li>Ideal for various terrains</li>
</ul>
<p>Discover the freedom of mobility with our Portable Scooter Wireless Digital.</p>
```",Bauer Inc,Cameras & Accessories,,in_stock,Large,DeepSkyBlue,4564280934296,519
fridge-cooker,Fridge Cooker,"```html
<p>Try better loss pretty special.</p>
```",Jackson Group,Furniture,,in_stock,Small,Black,1861389468671,393
scanner,Scanner,"```html
<h1>Scanner</h1>
<p>Draw material quickly with the Scanner.</p>
```","Wang, Ayala and Bowen",Cleaning Supplies,,backorder,12x18 in,ForestGreen,7794860625802,472
ultra-radio-radio,Ultra Radio Radio,"```html
<p><strong>Ultra Radio Radio</strong></p>
<p>Shoulder red boy away if.</p>
```",Maldonado-Ritter,Haircare,,pre_order,12x18 in,Aquamarine,3611080124547,382
router,Router,"```html
<p><strong>Router</strong></p>
<p>Investment everything story buy.</p>
```",Atkinson Inc,Laptops & Computers,,limited_stock,8x10 in,Gainsboro,3330396409604,375
fast-thermostat-microphone-scooter,Fast Thermostat Microphone Scooter,"```html
<p><strong>Fast Thermostat Microphone Scooter</strong></p>
<p>Nature notice themselves news.</p>
```",Shea Ltd,Beauty & Personal Care,,backorder,Extra Large,White,9265397743935,289
eco-heater-toaster-stove-silent-sense,Eco Heater Toaster Stove Silent Sense,"```html
<p><strong>Eco Heater Toaster Stove Silent Sense</strong></p>
<p>Understand the still or summer rule.</p>
```",West Ltd,Cleaning Supplies,,limited_stock,Small,OldLace,5505866454530,232
clean-blender-scale-lite,Clean Blender Scale Lite,"```html
<p><strong>Clean Blender Scale Lite</strong></p>
<p>Final art some push.</p>
```","Bell, Gamble and Barrett",Camping & Hiking,,limited_stock,5x7 in,Aquamarine,3893594435450,241
smart-lamp,Smart Lamp,"```html
<p>Introducing our Smart Lamp, the perfect addition to any modern home.</p>
<ul>
    <li><strong>Versatile Lighting:</strong> Adjust brightness and color to suit your mood.</li>
    <li><strong>Smart Control:</strong> Easily control via your smartphone or voice commands.</li>
    <li><strong>Energy Efficient:</strong> Designed to save energy while providing optimal lighting.</li>
    <li><strong>Stylish Design:</strong> A sleek and contemporary look that complements any decor.</li>
</ul>
<p>Enhance your living space with the Smart Lamp today!</p>
```","Hebert, Hughes and Trujillo",Bedding & Bath,,limited_stock,Medium,Brown,8264263605712,71
